GeneSymbol,logFC,P.Value,adj.P.Val
LOC399818,-0.17045669543182454,5.287156354917033e-56,2.4271397657944196e-54
C1orf149,-0.15257997528805423,5.326012615878914e-56,2.4382602810715993e-54
KCNAB1,-0.2235200922159749,5.359239641049851e-56,2.4467498459850608e-54
DTD1,-0.15286780537198066,5.461073273672782e-56,2.4864296456962634e-54
ACOT7,-0.27182148155033287,5.795845357205444e-56,2.6245099737084654e-54
SPG3A,-0.3450336266468194,5.795014460131147e-56,2.6245099737084654e-54
LOC201229,-0.3197918500441134,5.945166738008159e-56,2.684830854259294e-54
MARCH4,-0.2541813028157099,6.271029269922288e-56,2.8243359933509463e-54
DUSP2,-0.2582809189799466,6.317053126995672e-56,2.8373955069610746e-54
CD2BP2,-0.16819978121902815,6.415192964829746e-56,2.8737305259656694e-54
LOC399947,-0.33337189432001235,6.577024546363151e-56,2.938325389828299e-54
ILK,0.0927124046450565,6.631093663452861e-56,2.954560021598355e-54
ATP6V1G2,-0.25337730892601396,6.984457310769828e-56,3.103706576711158e-54
NGEF,-0.21949856282804603,7.19168853348803e-56,3.187295152182036e-54
MCPH1,0.4951821620839264,7.221829080667899e-56,3.192163389927052e-54
ARPP-21,-0.2802867461581049,7.368365572324634e-56,3.248318621619516e-54
DRAM,0.19410756842388946,7.823053423062856e-56,3.439666549918719e-54
LL22NC03-75B3.6,-0.21640842685118966,8.143036468508481e-56,3.5709357818743505e-54
GPRASP2,-0.22783743647561128,8.28748489303888e-56,3.624741424083987e-54
TEP1,0.12517427108583212,8.428892688877775e-56,3.676938946792127e-54
WDR40A,0.11293670030476065,9.297590730367652e-56,4.045301616993383e-54
PXN,0.2905976846699425,9.707463122518302e-56,4.212634517542838e-54
PARD3,0.16932409920219849,9.947920030134125e-56,4.30442649420011e-54
SFRS12,0.1854269449227779,9.970647064097711e-56,4.30442649420011e-54
METTL6,-0.15367774245613314,1.1092114342254152e-55,4.776201379827473e-54
CFHR1,0.4225860049656153,1.155836377502334e-55,4.9641385037883744e-54
USP11,-0.1805308073583357,1.2342395173772e-55,5.287240955674463e-54
RTN1,-0.4128339896480563,1.2494124069675484e-55,5.338514961463391e-54
MLLT11,-0.30835310872097804,1.4408726692556707e-55,6.140844542321355e-54
NLK,-0.3350945233340867,1.4588657388392873e-55,6.20166802857599e-54
PCP4,-0.34638935249867886,1.483682931470185e-55,6.291117651404367e-54
PRMT6,-0.19941636653429834,1.5857016433774663e-55,6.706632534325406e-54
C20orf103,-0.3786375169326484,1.8606852823368883e-55,7.849736593635925e-54
RNF11,-0.18133992214257408,1.9063582117432847e-55,8.022109404164167e-54
TNFRSF11B,0.5773599200559072,1.975271234849989e-55,8.291163692075621e-54
MED10,-0.12615043880880625,2.0819880513754316e-55,8.717147961839245e-54
SMARCA4,-0.12015055133564002,2.1263071913255288e-55,8.880396750939501e-54
CCDC102A,0.22198439136164166,2.1697319229634683e-55,9.039103191065809e-54
MKLN1,0.16375978573048489,2.3120421038150796e-55,9.607947535654485e-54
A2BP1,-0.36419651436883094,2.4268606327590244e-55,1.0060001389128454e-53
ABI2,-0.11791124626737931,2.719900896615743e-55,1.1246756461837404e-53
CFH,0.44790330532307376,2.9706765552337296e-55,1.2253305474360116e-53
TAZ,0.14395735142725705,3.320339070230051e-55,1.3661760559583595e-53
KLC1,-0.15232754214959318,3.421646673230211e-55,1.404392122234193e-53
LDB2,-0.37003352400678036,3.682746834445658e-55,1.5041493443431972e-53
EXOSC5,-0.15400551608735977,3.680344436089906e-55,1.5041493443431972e-53
ELK1,0.20109206240156974,4.164423682101816e-55,1.696722646419185e-53
RPH3A,-0.26975336218848983,4.561903004834668e-55,1.8541354066479244e-53
NDUFA4,-0.23115914047031028,4.594755731248884e-55,1.8629442702075767e-53
SPEF1,-0.22634781279050747,4.625951528158504e-55,1.8710402006124589e-53
FIBP,-0.15023228070304087,4.7274819685480504e-55,1.907476017527475e-53
MGC20983,0.17369120446129854,5.037603996447304e-55,2.0276964491980162e-53
YWHAZ,-0.22275511096554756,5.304482672238175e-55,2.129973475907878e-53
GPR146,0.2724490373671646,5.923369579597915e-55,2.37276516044278e-53
DHDDS,-0.11325256904700842,6.067484757289162e-55,2.42466585121023e-53
KIAA1166,-0.12746923790181633,6.251976357441257e-55,2.49241468948328e-53
CDC42,-0.24799136161315732,7.538018608761739e-55,2.9979365655466735e-53
PTPN3,-0.23341511954573452,8.29042622835596e-55,3.283511750032558e-53
STARD10,0.10089723992437631,8.29547795705537e-55,3.283511750032558e-53
STYK1,-0.41430443991115884,8.341437935648167e-55,3.293879662550736e-53
PTPN5,-0.24620896847204027,8.838449471440403e-55,3.4818894087962854e-53
USMG5,-0.15569143407489006,9.390695643259538e-55,3.690720570737664e-53
GABRA4,-0.25550516301625226,9.99119870579638e-55,3.9174902407856674e-53
CDH8,-0.3481745380701664,1.0036588616023316e-54,3.9260495938359753e-53
LRRC32,0.32841430017314976,1.080476612301661e-54,4.216642217188496e-53
CORT,-0.3183852523781796,1.0911979339793173e-54,4.248533264446576e-53
TAGLN3,-0.23960248603380319,1.193352058310288e-54,4.635435594331617e-53
DCLK1,-0.39283099766517365,1.2168016464406844e-54,4.715530845648271e-53
C20orf54,0.3943026389220464,1.3732033949060804e-54,5.309294982068428e-53
KIRREL2,-0.18044916697281693,1.6242717937378786e-54,6.26547804880741e-53
MRPL28,-0.12777494512304294,1.6344564070756086e-54,6.290203595267423e-53
ASPHD1,-0.15787880829611609,1.6765990083145388e-54,6.4375220909109385e-53
NYD-SP21,0.3149227026100062,1.7596344528851662e-54,6.740815752385841e-53
LOC162073,0.228837959322894,1.783145386678109e-54,6.815214386147708e-53
RAD51C,-0.1934669311188617,1.8921782819622456e-54,7.215391050484865e-53
SERTAD1,0.20439010554072118,1.9983770451897986e-54,7.602957781060001e-53
DLEU7,-0.2938163265341422,2.0300767542974867e-54,7.705967889205768e-53
CCRK,-0.18254060697849395,2.0643461194658386e-54,7.818241757904258e-53
HCLS1,0.26086043557417304,2.0872346919583735e-54,7.887002019681255e-53
RHEBL1,-0.13222384667639983,2.198205764973764e-54,8.287534132923711e-53
SNCA,-0.3074413814767757,2.2854958370198208e-54,8.597178922821286e-53
NEK2,-0.3315774496648449,2.3270956108995236e-54,8.73394622973641e-53
KIF7,0.16785947818168276,2.404786468317527e-54,9.005249822032196e-53
VASP,0.22740587026219433,2.4566295019983416e-54,9.178760991322951e-53
FBLN1,0.17540453010313736,2.618813540785659e-54,9.762843141756649e-53
ATP6V0E1,0.18964779580546537,2.636296782920195e-54,9.806082497897796e-53
CFI,0.3460063069273269,2.813340013513852e-54,1.0441313582448738e-52
HAPLN1,-0.2816940505206218,3.477421773134999e-54,1.2877279206115915e-52
LOC439953,-0.12815750508708856,3.51753444816415e-54,1.2996938812462837e-52
ME3,-0.21949945454417097,3.786309447270455e-54,1.3959084210025413e-52
HECW2,-0.22265763921306764,3.8002180149525653e-54,1.3979433333591512e-52
LTBP3,0.16639140133961372,4.092745810644006e-54,1.5022360393958528e-52
UBE2E3,-0.17363334491442264,4.147721842507953e-54,1.518666709693232e-52
LOC387856,-0.23574680080630778,4.155737035646386e-54,1.518666709693232e-52
TTC3,-0.17050876895316006,4.382515484571881e-54,1.5980358432145693e-52
C1S,0.36264226633866453,5.307493122645136e-54,1.931093130911759e-52
HSD17B1,0.17244020418245326,5.920635184032935e-54,2.1494872485125232e-52
CTDSP2,0.1806445532099034,6.137427571072412e-54,2.2233498487902322e-52
NDRG4,-0.2537516923546743,6.269350229347092e-54,2.266213714139695e-52
HAR1A,-0.21702564080727577,6.537569743550785e-54,2.3580532945136424e-52
C6orf57,-0.17076616958531127,6.657382843193046e-54,2.396082671683994e-52
GNA13,0.26316398409449354,7.334258350334167e-54,2.6340103696113915e-52
FGF12,-0.4510321350614866,7.709569141465371e-54,2.762844304803848e-52
WDR6,0.16776466222184713,8.233735881030666e-54,2.944355680718777e-52
ALPPL2,0.19777228467040475,8.691757193790969e-54,3.101486978101343e-52
RPP40,-0.14898061664890694,8.77486495585204e-54,3.1244519150495385e-52
STAT3,0.19537368304386477,8.820256149972569e-54,3.1339178781053924e-52
MOAP1,-0.3180370719485309,9.274223399421928e-54,3.288205504850362e-52
TNS1,0.2335874365158003,9.334656815024411e-54,3.3026055449164923e-52
CHMP4B,-0.1507700193129053,1.0558852995039195e-53,3.727811998079092e-52
TCEAL2,-0.167730722619209,1.0738346962072873e-53,3.783167310274468e-52
LYRM1,-0.08786490801550853,1.0895038994743905e-53,3.8302727807681946e-52
CCND2,-0.14397121818485104,1.096268022122056e-53,3.845939014871988e-52
DKFZP586K1520,-0.21754692526416686,1.1006585350865527e-53,3.853229795941662e-52
CLSTN3,-0.2170294165126567,1.1057559408743518e-53,3.862959538517861e-52
GLOD4,-0.12662000654593178,1.1548161936502592e-53,4.025911516943079e-52
TBRG1,-0.2549246110945634,1.170434336242138e-53,4.071840872471605e-52
HNRPK,-0.15118196229734643,1.2063316101668736e-53,4.187981239962662e-52
SMO,0.18668632786747688,1.2309439673169948e-53,4.2645426759605826e-52
ROM1,0.2819121642663222,1.2939319028568737e-53,4.4734608359350505e-52
RANBP1,-0.10716790301694679,1.403608802688409e-53,4.842595670393302e-52
YWHAB,-0.24298107464480684,1.4170443053591768e-53,4.878848410021761e-52
RHBDF2,0.42204175033899727,1.441323889386275e-53,4.952210575821214e-52
PHYHD1,0.30038371451357304,1.455586523265848e-53,4.990924655082735e-52
MPST,0.1914165605018081,1.538774252735256e-53,5.2653252869774756e-52
SLC39A3,-0.09860231775877952,1.6730228186146752e-53,5.712961526515358e-52
TCIRG1,0.2614594230410499,1.7295254892603875e-53,5.893826738861983e-52
NPC2,0.23740921038487772,1.7566420291002805e-53,5.961849851919974e-52
COX4I1,-0.1346636438014506,1.753186581083478e-53,5.961849851919974e-52
FAM84A,-0.3956592965747689,1.8199376741802878e-53,6.1641141062073815e-52
LOC157503,-0.27843417729745223,1.997123844901041e-53,6.750521653434269e-52
TNFRSF1A,0.3258471312569211,2.0114422192462753e-53,6.785156506380553e-52
IMMP1L,-0.12373104880717897,2.097688296055128e-53,7.061793487972252e-52
UCHL1,-0.4237493292038422,2.1694813442913877e-53,7.288757484127356e-52
DUSP4,-0.45258504227935065,2.235284812971465e-53,7.49472557814014e-52
GAPDHS,-0.1295174871772899,2.3462675109922755e-53,7.851044538790216e-52
LOC440731,0.2341637766519211,2.4026609301888317e-53,8.023635619372083e-52
DSE,0.23486904523334906,2.4135873070690974e-53,8.044003776999888e-52
PDCD6,-0.11490953772330594,2.4991993321009857e-53,8.3127061217826e-52
CCDC136,-0.15423574486534972,2.6645496085182667e-53,8.845030812021592e-52
TUBA1A,-0.22673790479916786,2.773108325779135e-53,9.187092870931115e-52
SPA17,-0.2212769979094391,2.9679705811971184e-53,9.813147175608885e-52
FAM40B,-0.1958270394708198,3.237075653626455e-53,1.0681708651887375e-51
SLC16A4,0.1616156142874065,3.5743032172522664e-53,1.1771183559741456e-51
NINJ1,0.1628549575629546,3.7048205068575264e-53,1.2176948506168406e-51
NDN,-0.2145051915494966,4.1263689324438897e-53,1.3535789742174208e-51
SWAP70,0.13324651513320734,4.328450855274944e-53,1.4170786847210546e-51
STAR,-0.27360201329110334,4.510572119775212e-53,1.4709231664174976e-51
SLC39A11,0.20034087272936102,4.5068272259905865e-53,1.4709231664174976e-51
SAP30L,0.13478914005550852,4.698558249089428e-53,1.5292338801333248e-51
TBC1D9,-0.3452225303029936,4.9304727134887065e-53,1.601586691960542e-51
PHF19,0.2206897006923978,5.366926591402597e-53,1.7399701307224297e-51
FOXO1,0.2459080819267393,5.5462853458924995e-53,1.7946271651252934e-51
TUBB4Q,-0.19356173079488392,5.86782089806903e-53,1.894987741190355e-51
KCNK1,-0.3544007774465174,6.061687781568037e-53,1.9538097716063785e-51
HIF3A,0.2849976923147354,6.182777722924133e-53,1.9889924319460955e-51
DGKI,-0.13134158600421203,6.575006818565985e-53,2.1110966016297412e-51
CNKSR2,-0.3564367637666119,6.635901716291999e-53,2.1265512730824976e-51
KALRN,-0.1298185304065708,6.880047196247609e-53,2.200558665609792e-51
CMTM6,0.17209012041058147,8.069388228405586e-53,2.576020793834304e-51
DLEC1,0.2882826442694268,8.247710811641867e-53,2.6279130586080317e-51
TMEM150,0.10719496665400144,8.648740720766288e-53,2.7504315910467445e-51
TUSC3,-0.2695261241001325,8.994783686321108e-53,2.8550300066448564e-51
PCMTD1,0.10508265039305528,9.025461383872854e-53,2.8593210741607843e-51
EID2,-0.24340826007512226,9.250284021824027e-53,2.924985444775628e-51
CREG2,-0.3928848045033285,9.372147391599084e-53,2.9579065176819535e-51
ITFG1,-0.12055047848709471,9.452451490348167e-53,2.975361911284175e-51
FAM3C,-0.3138303231524512,9.46316498428116e-53,2.975361911284175e-51
TMEM155,-0.3101026680046538,9.5358324625504e-53,2.9925633174376624e-51
RAB13,0.30188732156637393,9.774288617556072e-53,3.0616305549427513e-51
TOB2,0.229230505497481,1.0128578971166256e-52,3.166653658077195e-51
AEBP1,0.4270879475570105,1.048897709499706e-52,3.2731894065736147e-51
C17orf51,-0.21490836245397987,1.068983305937949e-52,3.329633235542052e-51
NDUFS3,-0.12377308307514465,1.0909778835128406e-52,3.391801390085443e-51
IRF7,0.14270619858120814,1.094170192002074e-52,3.3953914487006634e-51
PPP1R14C,-0.1833453848343949,1.156000512796407e-52,3.580593409895786e-51
POLA1,0.11328695815958292,1.219274056177081e-52,3.769570106147473e-51
LSS,0.19607151658486954,1.2228883709653169e-52,3.7737429284751926e-51
GPR61,-0.22038138994363676,1.3950514394466502e-52,4.2970678718926023e-51
FLJ20699,0.22763030066369222,1.662054520240636e-52,5.110051019426192e-51
TNIP2,0.24721875595896242,1.71137376707523e-52,5.2519949271715716e-51
SRGAP1,0.1975493464748305,1.790861675691858e-52,5.485830691861971e-51
MGST3,-0.13163993770660953,2.301419265167408e-52,7.036853327477007e-51
GABBR2,-0.26088981117937127,2.305683565809904e-52,7.036980025761216e-51
VSNL1,-0.30959358652364904,2.537802989311511e-52,7.73125210491536e-51
PDF,-0.1607516262785905,2.871966743567722e-52,8.733294491754108e-51
OCA2,-0.2678569335619683,2.9831256515650763e-52,9.054791595205906e-51
NEFM,-0.2219519003061845,3.030470540733422e-52,9.181774743778499e-51
B9D1,-0.14828016982834397,3.037179512270123e-52,9.185400978669571e-51
COPS8,-0.20255996984013971,3.1023447680399298e-52,9.365484278010396e-51
ZNHIT3,-0.12997086592828438,3.1618513991619188e-52,9.527864686371467e-51
PEX11B,-0.16060773573721596,3.2900861093270872e-52,9.896388975780972e-51
GTDC1,-0.17080151517510378,3.355569898938895e-52,1.0075174197462658e-50
NDUFA6,-0.11674536745385249,3.375491881971118e-52,1.0116762000209841e-50
NEFL,-0.519060198543908,3.489432714681763e-52,1.0439480566868383e-50
HEXDC,0.1251761850073146,3.529886710795065e-52,1.0522724892430942e-50
RELL1,0.2983106102700041,3.526681339295204e-52,1.0522724892430942e-50
TOMM20,-0.34513280010511604,3.5886540501766745e-52,1.0678809123597162e-50
FBXO9,-0.1820721954264105,3.740949119893982e-52,1.1112152608540697e-50
NME5,-0.2671135368449764,3.770842465841244e-52,1.1181017589106492e-50
PLEKHB2,-0.21630309373092255,4.149229105218377e-52,1.2281128562941214e-50
ADCY2,-0.18489301404487568,4.4203555909450115e-52,1.3060426519061645e-50
FAM19A1,-0.32258533260406824,4.5082626877968985e-52,1.3296582199902214e-50
KCNG3,-0.1933992472642942,4.710106421883906e-52,1.3867352193334525e-50
VDAC2,-0.2176859952196425,5.138167891927143e-52,1.5100957628055362e-50
B4GALT6,-0.33395142843727144,5.149956169508705e-52,1.5108955917023426e-50
SLC25A4,-0.22044149599291507,5.7311836729428066e-52,1.678461242986273e-50
RP11-529I10.4,-0.15513153661149578,5.820750338650881e-52,1.7017014674259347e-50
ZNF443,0.10758174387672897,5.964050671819328e-52,1.7405418633134375e-50
NDUFA5,-0.2317204225686624,6.032434801660035e-52,1.7574212156444552e-50
EAF1,-0.1537204071664578,6.045489423228823e-52,1.7581507111463372e-50
MAP3K8,0.22191609652553457,6.1809184471094595e-52,1.7944046167705928e-50
TMEM163,-0.22291516780531745,6.78849956539032e-52,1.967366204481118e-50
PIAS2,-0.1497014075667187,6.859552281567964e-52,1.9845065836813985e-50
PANK3,-0.18633042128835667,7.307234998696434e-52,2.1103598616685855e-50
PAK3,-0.4001951681426156,7.382070940492163e-52,2.1282842586913736e-50
PSMC3,-0.1489197914079515,7.433732357827422e-52,2.1394769604634914e-50
PGM2L1,-0.24892882403880212,7.567701172209833e-52,2.1742788333397353e-50
LOC283951,-0.1462207719050339,8.10391506711436e-52,2.3243311648604767e-50
SYN2,-0.32443538442353814,8.650293714025316e-52,2.476778255163537e-50
SLC25A5,-0.14083166652891965,8.933200930827814e-52,2.553393830382756e-50
KCNV1,-0.3450132717307376,9.958291504221573e-52,2.8415234525059637e-50
C1orf102,-0.15288892964978426,1.036911739633861e-51,2.9536918340613096e-50
NHP2L1,-0.15008335253045202,1.0527714696177691e-51,2.993751496537629e-50
EGR1,-0.42926420835531126,1.0688725457038466e-51,3.034359812880562e-50
WBP11,-0.12230957271518388,1.1606736836751206e-51,3.289365011013981e-50
RNF19A,0.14147320508887712,1.2657490670782305e-51,3.5810598393534185e-50
HPCAL4,-0.21389574396441957,1.3101338097417662e-51,3.687849629313647e-50
CSRP1,0.23770708456773165,1.3097920813920958e-51,3.687849629313647e-50
TMEM132B,-0.19908973814047667,1.3094551218346487e-51,3.687849629313647e-50
SEZ6L,-0.20113942547441954,1.3474394207354567e-51,3.7864638291965683e-50
PGAM1,-0.1867832983942593,1.5026852658575374e-51,4.2156140185606066e-50
ABCA1,0.23549434169833838,1.5359890567534305e-51,4.301801956594817e-50
LOC643037,-0.31273709876585987,1.6040351261567878e-51,4.48483915138871e-50
CCDC69,0.13118990052703597,1.6421302879909985e-51,4.583661493983584e-50
NDEL1,-0.16032168325878365,1.657376936674015e-51,4.618483155975884e-50
RTF1,-0.16438878265323875,1.684771523583906e-51,4.686983751085511e-50
SERTAD3,0.2042069314866427,1.7007538086807907e-51,4.723560244642782e-50
RPGRIP1L,-0.17467258529682556,1.7710755044957103e-51,4.910682563546842e-50
DHRS3,0.20846424167713437,1.8218162659857687e-51,5.042981105712101e-50
MCHR2,-0.5433416184630367,1.8838992405251112e-51,5.206185231195764e-50
TSPO,0.2359118062111194,2.0250806568529934e-51,5.587076832085808e-50
PCDHA2,-0.18650093616271213,2.0471842923128197e-51,5.638723809438154e-50
UIMC1,0.08270856717515512,2.1409790378075357e-51,5.887339057099798e-50
NMU,-0.4260001541010479,2.264511046525333e-51,6.216772994942034e-50
UQCRH,-0.18262744872938155,2.3666542048412096e-51,6.486500932479262e-50
MAF1,0.12800966749851245,2.3927953902813942e-51,6.547379701748629e-50
ENOPH1,-0.16294561523568626,2.52956089408451e-51,6.91026274410234e-50
TNFRSF1B,0.28925987378704543,2.747337658086227e-51,7.492902575179851e-50
TRIM47,0.22307225189417507,2.754355242586459e-51,7.499767281447836e-50
TMCO4,0.20606894511243684,2.772332879455891e-51,7.536403768883029e-50
SLC7A2,0.20360084013986784,2.841433795945075e-51,7.711669833164288e-50
RAB3C,-0.14172158463243753,3.028199069942347e-51,8.205188504312077e-50
HMG20B,0.1448184170011383,3.3519085316812495e-51,9.067565547392263e-50
FAM107A,0.3543668393124307,3.429450465183474e-51,9.262295389273486e-50
FBXL2,-0.22478879367967947,3.6393853964567813e-51,9.813384829539774e-50
TSGA14,-0.26072391057451205,3.713458422262363e-51,9.996942027234253e-50
SNAP91,-0.3447865704559626,3.993156383764559e-51,1.073257386758913e-49
SEMA3F,0.17507749170346826,4.38804296180217e-51,1.1774935252088786e-49
ATP6V1D,-0.15163422190324638,4.625905302579022e-51,1.23932614087101e-49
TUBA1C,-0.16798228608750296,4.6620152922710826e-51,1.2469955510498447e-49
SYT11,-0.1613005530919141,4.9422645398204947e-51,1.3198380815956527e-49
THRB,-0.17501107562829338,5.043397356222492e-51,1.3446907767054656e-49
SNX10,-0.24784482315052392,5.583599954357409e-51,1.486343604463448e-49
CD163,0.4472954012511013,5.740509091575394e-51,1.5256753349603247e-49
C15orf37,-0.1666888954285946,5.75045540908139e-51,1.5258851741549727e-49
